datetime,timestamp,open,high,low,close,volume
2025-12-01 08:00:00,1764576000000,86529.6,86882.4,86420.5,86882.4,51.26595612
2025-12-01 09:00:00,1764579600000,86882.4,86894.0,86518.5,86740.6,30.85917169
2025-12-01 10:00:00,1764583200000,86740.6,86798.5,86540.1,86646.1,53.11668886
2025-12-01 11:00:00,1764586800000,86646.1,86646.1,86122.1,86124.2,30.27194455
2025-12-01 12:00:00,1764590400000,86124.3,86216.1,84775.6,85384.9,499.56651059
2025-12-01 13:00:00,1764594000000,85385.0,86100.0,85349.9,86000.1,96.20287359
2025-12-01 14:00:00,1764597600000,86000.1,86632.5,85925.6,86070.0,196.44857941
2025-12-01 15:00:00,1764601200000,86070.0,86077.0,83870.8,84659.6,361.82771327
2025-12-01 16:00:00,1764604800000,84659.7,85394.0,84062.2,84520.0,364.11975408
2025-12-01 17:00:00,1764608400000,84520.0,85250.7,84461.8,84950.1,146.23446289
2025-12-01 18:00:00,1764612000000,84950.1,85484.0,84748.0,85223.4,83.73864832
2025-12-01 19:00:00,1764615600000,85223.4,85223.4,84659.4,85006.2,65.0063017
2025-12-01 20:00:00,1764619200000,85009.7,85807.7,85009.7,85484.3,89.04314048
2025-12-01 21:00:00,1764622800000,85484.3,86455.5,85484.2,86447.0,162.95897523
2025-12-01 22:00:00,1764626400000,86447.0,86868.8,86314.0,86597.6,70.08563547
2025-12-01 23:00:00,1764630000000,86597.7,86821.7,86282.7,86300.0,31.01969382
2025-12-02 00:00:00,1764633600000,86300.0,86641.1,86203.8,86516.0,40.2019447
2025-12-02 01:00:00,1764637200000,86516.0,87319.6,86417.2,86449.7,80.52162222
2025-12-02 02:00:00,1764640800000,86452.9,86840.7,86321.2,86536.2,19.97646539
2025-12-02 03:00:00,1764644400000,86536.2,87059.8,86213.0,86961.9,18.53840028
2025-12-02 04:00:00,1764648000000,86961.9,87227.1,86914.6,86998.7,42.35313444
2025-12-02 05:00:00,1764651600000,86998.7,87081.6,86868.2,87006.0,30.42409835
2025-12-02 06:00:00,1764655200000,87006.1,87172.2,86908.7,87132.4,25.38736166
2025-12-02 07:00:00,1764658800000,87132.4,87132.4,86909.1,87022.0,9.51100709
2025-12-02 08:00:00,1764662400000,87022.0,87025.1,86401.1,86401.2,32.72436603
2025-12-02 09:00:00,1764666000000,86401.2,86955.4,86401.2,86740.5,15.04095531
2025-12-02 10:00:00,1764669600000,86740.6,87558.8,86740.6,87279.6,80.20802097
2025-12-02 11:00:00,1764673200000,87278.9,87562.6,86989.8,87380.1,32.55779457
2025-12-02 12:00:00,1764676800000,87380.1,87511.5,87214.9,87247.9,57.84895379
2025-12-02 13:00:00,1764680400000,87247.9,87870.3,87099.5,87720.1,121.482268
2025-12-02 14:00:00,1764684000000,87720.1,89234.4,87622.4,89160.4,387.50764337
2025-12-02 15:00:00,1764687600000,89160.4,91171.4,89160.4,90908.8,417.36372767
2025-12-02 16:00:00,1764691200000,90908.8,91280.0,90276.7,90757.8,202.30426097
2025-12-02 17:00:00,1764694800000,90757.9,91982.0,90757.8,91472.9,162.18106563
2025-12-02 18:00:00,1764698400000,91472.9,92308.4,91428.0,91965.0,184.83557343
2025-12-02 19:00:00,1764702000000,91965.0,92307.7,91913.1,91913.1,69.75578858
2025-12-02 20:00:00,1764705600000,91913.2,91913.2,90775.0,91106.9,173.88334808
2025-12-02 21:00:00,1764709200000,91101.5,91647.7,91023.4,91647.6,52.22835474
2025-12-02 22:00:00,1764712800000,91647.7,91980.5,91595.7,91980.4,42.58042772
2025-12-02 23:00:00,1764716400000,91980.5,91999.0,91313.4,91313.5,89.10440707
2025-12-03 00:00:00,1764720000000,91313.5,91756.9,91033.4,91636.6,49.11569565
2025-12-03 01:00:00,1764723600000,91636.6,92474.7,91520.0,92245.1,101.00492765
2025-12-03 02:00:00,1764727200000,92245.1,92999.2,92206.0,92832.5,70.31707727
2025-12-03 03:00:00,1764730800000,92832.6,93055.0,92609.1,92700.0,33.08958441
2025-12-03 04:00:00,1764734400000,92693.5,93400.0,92690.7,93359.0,52.01943775
2025-12-03 05:00:00,1764738000000,93359.0,93656.8,93132.1,93656.8,94.18817797
2025-12-03 06:00:00,1764741600000,93656.8,93976.6,93167.5,93443.3,84.93290761
2025-12-03 07:00:00,1764745200000,93443.3,93449.9,92884.5,93009.1,38.91426613
2025-12-03 08:00:00,1764748800000,93009.1,93186.4,92741.2,92750.0,39.45166416
2025-12-03 09:00:00,1764752400000,92750.0,93207.4,92749.9,93207.0,34.76495912
2025-12-03 10:00:00,1764756000000,93207.1,93396.9,92908.9,92913.2,44.1205514
2025-12-03 11:00:00,1764759600000,92913.3,93274.0,92754.0,93018.0,86.2571152
2025-12-03 12:00:00,1764763200000,93018.0,93070.0,92754.0,92973.1,28.44946091
2025-12-03 13:00:00,1764766800000,92973.1,93270.1,92973.0,93141.5,87.48703563
2025-12-03 14:00:00,1764770400000,93141.6,93704.9,91768.8,92431.9,220.83422643
2025-12-03 15:00:00,1764774000000,92431.9,93001.6,91975.6,92359.8,228.26890663
2025-12-03 16:00:00,1764777600000,92359.8,92765.2,91850.0,92257.8,98.84360144
2025-12-03 17:00:00,1764781200000,92257.8,93051.5,92257.7,93043.9,69.75463287
2025-12-03 18:00:00,1764784800000,93043.9,93507.7,92400.5,92608.0,67.93351241
2025-12-03 19:00:00,1764788400000,92608.0,93084.1,92494.2,93020.0,182.66318233
2025-12-03 20:00:00,1764792000000,93020.0,93379.6,92868.4,92968.0,106.40747472
2025-12-03 21:00:00,1764795600000,92967.9,93750.0,92920.1,93712.8,41.19736822
2025-12-03 22:00:00,1764799200000,93711.1,94050.0,93330.0,93826.5,232.99017819
2025-12-03 23:00:00,1764802800000,93826.5,94051.6,93457.9,93457.9,70.37335518
2025-12-04 00:00:00,1764806400000,93458.0,93458.0,92731.8,93059.4,65.68868424
2025-12-04 01:00:00,1764810000000,93059.4,93769.8,93059.3,93200.3,32.11448677
2025-12-04 02:00:00,1764813600000,93200.4,94000.0,93200.3,93979.6,33.70455382
2025-12-04 03:00:00,1764817200000,93979.7,94000.0,93451.4,93549.9,27.11356265
2025-12-04 04:00:00,1764820800000,93549.9,93583.2,93300.0,93350.7,28.80190396
2025-12-04 05:00:00,1764824400000,93350.7,93378.6,92822.0,92997.6,33.86951336
2025-12-04 06:00:00,1764828000000,92997.6,93355.8,92908.6,93136.8,164.20874238
2025-12-04 07:00:00,1764831600000,93136.9,93390.6,92960.0,93390.5,22.24815997
2025-12-04 08:00:00,1764835200000,93390.6,93525.2,93126.9,93213.2,37.10197279
2025-12-04 09:00:00,1764838800000,93213.3,93570.1,93213.3,93474.6,16.4099241
2025-12-04 10:00:00,1764842400000,93474.6,93560.8,93171.8,93253.4,28.84522514
2025-12-04 11:00:00,1764846000000,93253.4,93266.9,92780.9,92916.8,46.77544149
2025-12-04 12:00:00,1764849600000,92916.8,93150.8,92800.3,93023.4,16.76673545
2025-12-04 13:00:00,1764853200000,93023.4,93023.4,92443.0,92577.4,80.70886697
2025-12-04 14:00:00,1764856800000,92577.4,92830.8,91869.9,91915.8,106.23489866
2025-12-04 15:00:00,1764860400000,91915.9,93200.0,91915.9,93058.3,108.66457776
2025-12-04 16:00:00,1764864000000,93058.3,93151.3,92309.9,92474.4,72.40315796
2025-12-04 17:00:00,1764867600000,92474.5,92517.0,91784.7,92448.8,141.37460023
2025-12-04 18:00:00,1764871200000,92448.8,92547.5,92000.0,92095.2,49.70048254
2025-12-04 19:00:00,1764874800000,92095.2,92129.9,90924.8,92005.0,211.4775439
2025-12-04 20:00:00,1764878400000,92005.1,92531.7,91729.1,92520.1,95.9937945
2025-12-04 21:00:00,1764882000000,92520.1,92693.7,92116.4,92174.1,19.57320657
2025-12-04 22:00:00,1764885600000,92174.2,92486.1,92174.2,92388.1,14.15558283
2025-12-04 23:00:00,1764889200000,92388.1,92475.3,92111.9,92142.6,25.70620549
2025-12-05 00:00:00,1764892800000,92142.6,92483.8,92126.4,92292.2,31.84141618
2025-12-05 01:00:00,1764896400000,92292.3,92610.0,92291.9,92376.9,25.40835653
2025-12-05 02:00:00,1764900000000,92376.9,92679.3,92295.5,92565.8,8.00808308
2025-12-05 03:00:00,1764903600000,92565.9,92613.5,91946.8,92139.8,53.99063162
2025-12-05 04:00:00,1764907200000,92139.9,92369.0,91825.2,92014.1,25.61214031
2025-12-05 05:00:00,1764910800000,92014.1,92174.2,91915.6,91915.7,7.49536086
2025-12-05 06:00:00,1764914400000,91915.7,92281.9,91915.7,92267.6,15.24041364
2025-12-05 07:00:00,1764918000000,92267.6,92500.0,92243.9,92244.0,16.30084648
2025-12-05 08:00:00,1764921600000,92244.0,92244.0,92000.0,92097.0,30.97197127
2025-12-05 09:00:00,1764925200000,92107.2,92109.3,91000.7,91133.5,58.92474541
2025-12-05 10:00:00,1764928800000,91133.6,91455.6,91130.5,91325.7,57.40197043
2025-12-05 11:00:00,1764932400000,91325.7,91541.7,91012.7,91343.7,27.2333239
2025-12-05 12:00:00,1764936000000,91343.7,91382.7,91090.8,91231.0,28.69408717
2025-12-05 13:00:00,1764939600000,91231.0,91339.3,90319.1,90489.9,115.45359992
2025-12-05 14:00:00,1764943200000,90490.0,90749.5,89909.2,90255.2,161.05011937
2025-12-05 15:00:00,1764946800000,90255.3,91490.0,90255.3,90434.8,305.15574893
2025-12-05 16:00:00,1764950400000,90434.8,90450.3,88095.2,88865.1,327.71856227
2025-12-05 17:00:00,1764954000000,88861.5,89500.0,88664.3,89362.4,80.54192632
2025-12-05 18:00:00,1764957600000,89362.5,89830.0,88943.4,88959.7,90.38598679
2025-12-05 19:00:00,1764961200000,88959.7,89821.2,88917.9,89731.1,48.45206941
2025-12-05 20:00:00,1764964800000,89731.1,89737.5,89260.0,89310.0,37.37668801
2025-12-05 21:00:00,1764968400000,89310.0,89476.6,89093.7,89193.4,29.60721324
2025-12-05 22:00:00,1764972000000,89193.4,89352.6,88914.8,89300.1,27.56875048
2025-12-05 23:00:00,1764975600000,89300.1,89332.4,88984.5,89332.4,19.11115615
2025-12-06 00:00:00,1764979200000,89332.4,89448.5,89107.2,89448.5,13.0574412
2025-12-06 01:00:00,1764982800000,89448.5,89449.9,89217.8,89314.4,51.68799482
2025-12-06 02:00:00,1764986400000,89314.4,89346.4,89215.8,89346.4,34.30097346
2025-12-06 03:00:00,1764990000000,89346.4,89750.0,89346.4,89700.1,47.98796678
2025-12-06 04:00:00,1764993600000,89700.0,89700.0,89577.5,89660.0,18.69541242
2025-12-06 05:00:00,1764997200000,89660.1,89713.5,89550.0,89620.0,10.04671992
2025-12-06 06:00:00,1765000800000,89620.0,89700.0,89570.1,89678.9,23.07056685
2025-12-06 07:00:00,1765004400000,89678.9,89699.9,89479.0,89592.9,66.44922332
2025-12-06 08:00:00,1765008000000,89592.9,89598.9,89253.8,89297.5,17.54170736
2025-12-06 09:00:00,1765011600000,89297.6,89664.5,89297.5,89639.7,10.01481515
2025-12-06 10:00:00,1765015200000,89639.7,89639.7,89496.6,89496.6,7.53166281
2025-12-06 11:00:00,1765018800000,89496.7,89700.0,89496.6,89635.4,19.91991079
2025-12-06 12:00:00,1765022400000,89635.4,89635.4,89590.0,89590.0,2.52282675
2025-12-06 13:00:00,1765026000000,89590.1,89764.8,89590.0,89674.8,17.79858492
2025-12-06 14:00:00,1765029600000,89674.8,90274.4,89674.7,90018.1,34.48826004
2025-12-06 15:00:00,1765033200000,90018.1,90018.1,89532.0,89775.1,35.84937771
2025-12-06 16:00:00,1765036800000,89775.1,89985.1,89700.0,89720.6,16.67316986
2025-12-06 17:00:00,1765040400000,89720.7,89788.6,89680.0,89727.5,13.89764007
2025-12-06 18:00:00,1765044000000,89727.5,89765.8,89620.0,89623.0,7.59656146
2025-12-06 19:00:00,1765047600000,89623.0,89763.7,89309.8,89430.5,34.33917169
2025-12-06 20:00:00,1765051200000,89430.5,89571.8,89350.6,89547.9,9.84712792
2025-12-06 21:00:00,1765054800000,89548.0,89566.0,89444.0,89444.0,8.53855948
2025-12-06 22:00:00,1765058400000,89444.0,89496.8,89271.3,89299.9,15.35806356
2025-12-06 23:00:00,1765062000000,89300.0,89309.9,88999.9,89240.1,18.94755806
2025-12-07 00:00:00,1765065600000,89240.1,89531.3,89232.9,89479.4,11.75573698
2025-12-07 01:00:00,1765069200000,89479.5,89538.9,89355.3,89355.4,5.28266883
2025-12-07 02:00:00,1765072800000,89355.4,89635.7,89355.3,89635.7,12.31098928
2025-12-07 03:00:00,1765076400000,89635.7,89732.5,89582.1,89722.0,8.8361598
2025-12-07 04:00:00,1765080000000,89722.1,89739.9,89509.9,89553.4,8.12017759
2025-12-07 05:00:00,1765083600000,89553.4,89553.4,89447.2,89485.0,7.19731627
2025-12-07 06:00:00,1765087200000,89485.0,89685.8,89484.9,89645.0,6.39499283
2025-12-07 07:00:00,1765090800000,89645.0,89718.8,89251.4,89374.7,5.51673071
2025-12-07 08:00:00,1765094400000,89374.7,89480.8,89251.4,89331.4,4.68777648
2025-12-07 09:00:00,1765098000000,89331.4,89370.4,89113.8,89125.4,4.50424094
2025-12-07 10:00:00,1765101600000,89125.4,89363.5,89118.8,89274.4,18.41202425
2025-12-07 11:00:00,1765105200000,89274.4,89274.4,89215.0,89215.1,9.47346388
2025-12-07 12:00:00,1765108800000,89215.1,89535.5,89175.6,89479.5,34.13392371
2025-12-07 13:00:00,1765112400000,89479.5,89479.5,88695.0,89064.0,47.38473714
2025-12-07 14:00:00,1765116000000,89064.0,89088.9,87777.0,88224.0,136.31554358
2025-12-07 15:00:00,1765119600000,88224.0,89717.8,88192.6,89539.8,65.09737862
2025-12-07 16:00:00,1765123200000,89539.9,89912.4,89171.6,89912.4,19.66519528
2025-12-07 17:00:00,1765126800000,89907.5,91219.8,89657.5,91010.1,140.27096512
2025-12-07 18:00:00,1765130400000,91010.1,91713.7,91010.0,91404.6,104.55376859
2025-12-07 19:00:00,1765134000000,91404.6,91502.0,91267.8,91359.8,20.21627714
2025-12-07 20:00:00,1765137600000,91359.9,91480.0,91359.9,91420.0,15.21934425
2025-12-07 21:00:00,1765141200000,91420.0,91420.0,89879.7,90235.8,118.602976
2025-12-07 22:00:00,1765144800000,90235.7,90235.8,89020.5,89625.3,67.99070519
2025-12-07 23:00:00,1765148400000,89625.3,90435.1,89582.0,90435.1,22.12082245
2025-12-08 00:00:00,1765152000000,90435.1,90565.4,89894.2,90399.5,24.2142264
2025-12-08 01:00:00,1765155600000,90399.5,91700.0,90343.6,90909.5,92.85951252
2025-12-08 02:00:00,1765159200000,90909.6,91415.6,90815.7,91372.6,40.99411029
2025-12-08 03:00:00,1765162800000,91366.6,91407.1,90989.9,91088.3,33.12699437
2025-12-08 04:00:00,1765166400000,91088.3,91460.9,91025.7,91264.6,42.15303148
2025-12-08 05:00:00,1765170000000,91264.6,91419.4,91050.8,91312.5,12.3065338
2025-12-08 06:00:00,1765173600000,91312.6,91653.6,91264.4,91454.3,42.67582719
2025-12-08 07:00:00,1765177200000,91454.3,91861.0,91362.2,91569.3,48.58507061
2025-12-08 08:00:00,1765180800000,91569.3,91916.5,91507.9,91852.7,44.16402729
2025-12-08 09:00:00,1765184400000,91825.7,92269.6,91800.2,91914.1,72.03129911
2025-12-08 10:00:00,1765188000000,91914.2,92198.6,91826.4,92130.0,60.60018279
2025-12-08 11:00:00,1765191600000,92130.0,92161.7,91895.8,91954.0,20.9164087
2025-12-08 12:00:00,1765195200000,91954.0,91979.1,91678.5,91764.7,24.95779997
2025-12-08 13:00:00,1765198800000,91764.7,92096.3,91337.3,91415.7,40.21107265
2025-12-08 14:00:00,1765202400000,91415.7,91735.6,90768.8,90863.2,119.09753918
2025-12-08 15:00:00,1765206000000,90852.5,90968.0,89615.8,89972.6,286.09247827
2025-12-08 16:00:00,1765209600000,89971.8,90456.8,89705.1,89954.3,98.33512919
2025-12-08 17:00:00,1765213200000,89954.3,90320.8,89721.8,90239.1,76.33488228
2025-12-08 18:00:00,1765216800000,90239.1,90516.1,89724.3,89890.3,106.09039619
2025-12-08 19:00:00,1765220400000,89890.3,90337.5,89856.5,90101.4,53.00058852
2025-12-08 20:00:00,1765224000000,90101.4,90914.2,90101.4,90798.9,161.29493216
2025-12-08 21:00:00,1765227600000,90788.8,91393.1,90693.7,91339.9,134.68026574
2025-12-08 22:00:00,1765231200000,91333.7,91370.9,90759.6,90859.9,65.26908002
2025-12-08 23:00:00,1765234800000,90859.9,90999.7,90535.0,90650.1,26.4215404
2025-12-09 00:00:00,1765238400000,90650.1,90834.7,90363.8,90395.8,24.06556406
2025-12-09 01:00:00,1765242000000,90395.8,90551.7,89959.9,90056.4,58.257176
2025-12-09 02:00:00,1765245600000,90056.5,90362.6,90008.9,90057.0,177.77807711
2025-12-09 03:00:00,1765249200000,90057.0,90424.3,89818.7,90424.2,62.80362403
2025-12-09 04:00:00,1765252800000,90424.3,90496.5,89756.8,89929.7,42.18907393
2025-12-09 05:00:00,1765256400000,89929.7,90195.8,89545.1,89906.6,106.72965571
2025-12-09 06:00:00,1765260000000,89906.6,90207.5,89790.6,90159.9,19.10573746
2025-12-09 07:00:00,1765263600000,90159.9,90520.4,90101.6,90476.2,28.90831593
2025-12-09 08:00:00,1765267200000,90476.3,90599.4,90391.1,90488.3,41.93764968
2025-12-09 09:00:00,1765270800000,90490.9,90490.9,90158.9,90159.5,17.56414139
2025-12-09 10:00:00,1765274400000,90159.5,90315.9,89900.1,90266.3,40.63117351
2025-12-09 11:00:00,1765278000000,90266.3,90381.5,90171.1,90381.5,29.28156881
2025-12-09 12:00:00,1765281600000,90381.5,90673.1,90343.4,90597.8,40.18600797
2025-12-09 13:00:00,1765285200000,90597.9,90819.0,90186.0,90412.3,57.41407304
