datetime,close,volume,return_1h,volume_24h_avg,volume_ratio,signal,symbol
2025-12-01 08:00:00,2840.69,258.94295237,,258.94295237,1.0,0,ETH_USD
2025-12-01 08:00:00,127.69,12371.92658881,,12371.92658881,1.0,0,SOL_USD
2025-12-01 08:00:00,86882.4,51.26595612,,51.26595612,1.0,0,BTC_USD
2025-12-01 08:00:00,13.05,2940.08421771,,2940.08421771,1.0,0,AVAX_USD
2025-12-01 09:00:00,86740.6,30.85917169,-0.0016320911945341132,41.062563905,0.7515159492084814,0,BTC_USD
2025-12-01 09:00:00,2838.93,1226.75680979,-0.0006195677810673095,742.84988108,1.6514195411951427,0,ETH_USD
2025-12-01 09:00:00,127.03,12799.52393653,-0.005168768110267008,12585.72526267,1.016987394003756,0,SOL_USD
2025-12-01 09:00:00,13.0,3992.59683147,-0.003831417624521105,3466.34052459,1.1518189869537545,0,AVAX_USD
2025-12-01 10:00:00,127.22,4434.01687495,0.001495709674879997,9868.48913343,0.44931061026652463,0,SOL_USD
2025-12-01 10:00:00,86646.1,53.11668886,-0.0010894552262723511,45.08060555666666,1.1782603229060868,0,BTC_USD
2025-12-01 10:00:00,2844.76,301.57634364,0.002053590613364964,595.7587019333333,0.5062055202237684,0,ETH_USD
2025-12-01 10:00:00,12.98,1975.57759919,-0.0015384615384614886,2969.4195494566666,0.6653076691542237,0,AVAX_USD
2025-12-01 11:00:00,127.17,6383.31385475,-0.0003930199654141875,8997.19531376,0.7094781909410792,0,SOL_USD
2025-12-01 11:00:00,86124.2,30.27194455,-0.006023352464796572,41.378440305,0.731587375620392,0,BTC_USD
2025-12-01 11:00:00,2838.52,232.65028105,-0.0021935066578552265,504.98159671250005,0.460710415121235,0,ETH_USD
2025-12-01 11:00:00,12.95,2953.52050515,-0.0023112480739599928,2965.44478838,0.9959789225290167,0,AVAX_USD
2025-12-01 12:00:00,126.54,17064.53643799,-0.004953998584571795,10610.663538605999,1.6082440439188492,0,SOL_USD
2025-12-01 12:00:00,85384.9,499.56651059,-0.008584114569424206,133.016054362,3.7556858304520273,0,BTC_USD
2025-12-01 12:00:00,12.92,25042.2474639,-0.0023166023166022454,7380.805323484,3.3928882237581055,0,AVAX_USD
2025-12-01 12:00:00,2821.9,1433.97175514,-0.005855163958682685,690.779628398,2.075874412315185,0,ETH_USD
2025-12-01 13:00:00,12.82,11741.15590796,-0.007739938080495334,8107.530420896666,1.4481790753073074,0,AVAX_USD
2025-12-01 13:00:00,2813.26,3947.7822239,-0.0030617668946454346,1233.613394315,3.2001778207767613,0,ETH_USD
2025-12-01 13:00:00,86000.1,96.20287359,0.007205021028308334,126.88052423333333,0.7582162366627906,0,BTC_USD
2025-12-01 13:00:00,126.44,8682.63063337,-0.0007902639481587315,10289.324721066667,0.8438484418314571,0,SOL_USD
2025-12-01 14:00:00,2816.9,5945.46970488,0.001293872589095857,1906.7357243957142,3.118140405516474,0,ETH_USD
2025-12-01 14:00:00,86070.0,196.44857941,0.0008127897525700423,136.81881783,1.4358301184424143,0,BTC_USD
